ID,Produto,Categoria,Preco,Quantidade,Data_Venda,Vendedor,Total_Vendas
1780,Produto C,Categoria 2,12.73,19,2027-11-15,Vendedor 3,241.87
1781,Produto B,Categoria 3,74.15,5,2027-11-16,Vendedor 3,370.75
1782,Produto A,Categoria 1,14.16,3,2027-11-17,Vendedor 2,42.480000000000004
1783,Produto C,Categoria 1,33.96,19,2027-11-18,Vendedor 3,645.24
1784,Produto B,Categoria 2,54.75,13,2027-11-19,Vendedor 3,711.75
1785,Produto C,Categoria 3,47.79,5,2027-11-20,Vendedor 2,238.95
1786,Produto B,Categoria 1,27.27,12,2027-11-21,Vendedor 2,327.24
1787,Produto C,Categoria 2,40.04,14,2027-11-22,Vendedor 2,560.56
1788,Produto B,Categoria 3,75.49,6,2027-11-23,Vendedor 2,452.93999999999994
1789,Produto A,Categoria 2,70.23,9,2027-11-24,Vendedor 1,632.07
1790,Produto B,Categoria 2,16.46,17,2027-11-25,Vendedor 2,279.82
1791,Produto C,Categoria 1,77.26,8,2027-11-26,Vendedor 1,618.08
1792,Produto C,Categoria 1,14.77,13,2027-11-27,Vendedor 2,192.01
1793,Produto B,Categoria 1,58.86,5,2027-11-28,Vendedor 2,294.3
1794,Produto A,Categoria 2,33.41,17,2027-11-29,Vendedor 2,567.9699999999999
1795,Produto A,Categoria 1,62.89,3,2027-11-30,Vendedor 3,188.67000000000002
1796,Produto B,Categoria 2,33.52,6,2027-12-01,Vendedor 1,201.12
1797,Produto B,Categoria 2,98.65,14,2027-12-02,Vendedor 2,1381.1000000000001
1798,Produto C,Categoria 1,37.88,15,2027-12-03,Vendedor 3,568.2
1799,Produto A,Categoria 3,31.78,14,2027-12-04,Vendedor 1,444.92
1800,Produto B,Categoria 3,35.06,11,2027-12-05,Vendedor 1,385.66
1801,Produto A,Categoria 3,90.68,11,2027-12-06,Vendedor 3,997.48
1802,Produto B,Categoria 2,67.26,9,2027-12-07,Vendedor 1,605.34
1803,Produto B,Categoria 2,75.76,6,2027-12-08,Vendedor 3,454.56000000000006
1804,Produto A,Categoria 2,92.62,15,2027-12-09,Vendedor 2,1389.3000000000002
1805,Produto B,Categoria 1,92.07,12,2027-12-10,Vendedor 3,1104.84
1806,Produto B,Categoria 2,76.51,6,2027-12-11,Vendedor 1,459.06000000000006
1807,Produto C,Categoria 1,27.8,1,2027-12-12,Vendedor 1,27.8
1808,Produto B,Categoria 1,85.9,16,2027-12-13,Vendedor 2,1374.4
1809,Produto B,Categoria 3,28.34,15,2027-12-14,Vendedor 3,425.1
1810,Produto B,Categoria 3,76.86,2,2027-12-15,Vendedor 2,153.72
1811,Produto C,Categoria 3,71.7,17,2027-12-16,Vendedor 3,1218.9
1812,Produto A,Categoria 1,78.3,3,2027-12-17,Vendedor 3,234.89999999999998
1813,Produto C,Categoria 1,57.94,3,2027-12-18,Vendedor 3,173.82
1814,Produto C,Categoria 1,67.49,5,2027-12-19,Vendedor 2,337.45
1815,Produto A,Categoria 2,95.8,17,2027-12-20,Vendedor 2,1628.6
1816,Produto C,Categoria 1,19.1,17,2027-12-21,Vendedor 1,324.70000000000005
1817,Produto A,Categoria 3,37.8,6,2027-12-22,Vendedor 2,226.79999999999998
1818,Produto C,Categoria 3,65.02,1,2027-12-23,Vendedor 3,65.02
1819,Produto A,Categoria 1,96.76,7,2027-12-24,Vendedor 3,677.32
1820,Produto B,Categoria 1,18.6,15,2027-12-25,Vendedor 3,279.0
1821,Produto C,Categoria 3,12.03,7,2027-12-26,Vendedor 2,84.21
1822,Produto C,Categoria 1,15.02,19,2027-12-27,Vendedor 1,285.38
1823,Produto C,Categoria 3,14.72,11,2027-12-28,Vendedor 2,161.92000000000002
1824,Produto C,Categoria 2,91.7,14,2027-12-29,Vendedor 1,1283.8
1825,Produto B,Categoria 3,74.91,13,2027-12-30,Vendedor 2,973.8299999999999
1826,Produto C,Categoria 2,70.94,9,2027-12-31,Vendedor 3,638.46
1827,Produto B,Categoria 1,57.03,9,2028-01-01,Vendedor 1,513.27
1828,Produto B,Categoria 1,80.38,16,2028-01-02,Vendedor 2,1286.08
1829,Produto B,Categoria 2,24.01,12,2028-01-03,Vendedor 3,288.12
1830,Produto B,Categoria 1,45.27,10,2028-01-04,Vendedor 1,452.70000000000005
1831,Produto A,Categoria 2,54.1,6,2028-01-05,Vendedor 1,324.6
1832,Produto A,Categoria 1,19.94,18,2028-01-06,Vendedor 3,358.92
1833,Produto C,Categoria 3,47.76,2,2028-01-07,Vendedor 3,95.52
1834,Produto A,Categoria 1,38.49,9,2028-01-08,Vendedor 2,346.41
1835,Produto A,Categoria 3,13.2,19,2028-01-09,Vendedor 2,250.79999999999998
1836,Produto C,Categoria 3,22.31,6,2028-01-10,Vendedor 3,133.85999999999999
1837,Produto C,Categoria 2,78.76,2,2028-01-11,Vendedor 2,157.52
1838,Produto C,Categoria 1,11.62,15,2028-01-12,Vendedor 3,174.29999999999998
1839,Produto A,Categoria 2,94.08,17,2028-01-13,Vendedor 3,1599.36
1840,Produto A,Categoria 1,17.78,16,2028-01-14,Vendedor 2,284.48
1841,Produto C,Categoria 3,81.93,8,2028-01-15,Vendedor 2,655.44
1842,Produto B,Categoria 3,90.88,10,2028-01-16,Vendedor 1,908.8
1843,Produto C,Categoria 1,94.7,10,2028-01-17,Vendedor 1,947.0
1844,Produto B,Categoria 1,88.07,18,2028-01-18,Vendedor 2,1585.2599999999998
1845,Produto B,Categoria 2,35.88,10,2028-01-19,Vendedor 2,358.8
1846,Produto C,Categoria 1,39.98,9,2028-01-20,Vendedor 2,359.82
1847,Produto C,Categoria 1,48.39,19,2028-01-21,Vendedor 1,919.41
1848,Produto C,Categoria 1,22.54,1,2028-01-22,Vendedor 2,22.54
1849,Produto A,Categoria 2,12.0,4,2028-01-23,Vendedor 1,48.0
1850,Produto B,Categoria 1,88.22,3,2028-01-24,Vendedor 1,264.65999999999997
1851,Produto A,Categoria 3,59.87,10,2028-01-25,Vendedor 1,598.6999999999999
1852,Produto A,Categoria 2,64.79,12,2028-01-26,Vendedor 1,777.48
1853,Produto C,Categoria 2,93.43,18,2028-01-27,Vendedor 3,1681.7400000000002
1854,Produto A,Categoria 3,69.86,6,2028-01-28,Vendedor 2,419.15999999999997
1855,Produto C,Categoria 3,72.18,2,2028-01-29,Vendedor 2,144.36
1856,Produto B,Categoria 3,80.83,10,2028-01-30,Vendedor 3,808.3
1857,Produto C,Categoria 1,20.47,2,2028-01-31,Vendedor 2,40.94
1858,Produto A,Categoria 3,42.41,9,2028-02-01,Vendedor 1,381.68999999999994
1859,Produto A,Categoria 1,97.14,10,2028-02-02,Vendedor 3,971.4
1860,Produto C,Categoria 2,93.06,2,2028-02-03,Vendedor 1,186.12
1861,Produto C,Categoria 2,89.57,8,2028-02-04,Vendedor 3,716.56
1862,Produto A,Categoria 3,50.69,17,2028-02-05,Vendedor 1,861.73
1863,Produto B,Categoria 1,87.15,17,2028-02-06,Vendedor 2,1481.5500000000002
1864,Produto B,Categoria 3,14.36,4,2028-02-07,Vendedor 2,57.44
1865,Produto C,Categoria 3,23.37,18,2028-02-08,Vendedor 2,420.66
1866,Produto B,Categoria 1,47.26,12,2028-02-09,Vendedor 3,567.12
1867,Produto A,Categoria 3,53.51,17,2028-02-10,Vendedor 2,909.67
1868,Produto C,Categoria 2,33.72,9,2028-02-11,Vendedor 3,303.48
1869,Produto A,Categoria 3,42.08,19,2028-02-12,Vendedor 1,799.52
1870,Produto A,Categoria 1,24.65,14,2028-02-13,Vendedor 2,345.09999999999997
1871,Produto B,Categoria 1,54.02,14,2028-02-14,Vendedor 1,756.2800000000001
1872,Produto C,Categoria 2,81.45,17,2028-02-15,Vendedor 2,1384.65
1873,Produto C,Categoria 1,69.52,2,2028-02-16,Vendedor 1,139.04
1874,Produto B,Categoria 1,19.7,8,2028-02-17,Vendedor 3,157.6
1875,Produto A,Categoria 2,53.88,5,2028-02-18,Vendedor 2,269.40000000000003
1876,Produto A,Categoria 3,72.79,7,2028-02-19,Vendedor 3,509.53000000000003
1877,Produto A,Categoria 2,57.69,16,2028-02-20,Vendedor 3,923.04
1878,Produto A,Categoria 3,45.25,16,2028-02-21,Vendedor 1,724.0
1879,Produto C,Categoria 2,65.97,17,2028-02-22,Vendedor 2,1121.49
1880,Produto C,Categoria 3,97.18,7,2028-02-23,Vendedor 3,680.26
1881,Produto B,Categoria 2,18.54,8,2028-02-24,Vendedor 1,148.32
1882,Produto B,Categoria 3,45.1,8,2028-02-25,Vendedor 1,360.8
1883,Produto C,Categoria 2,46.59,11,2028-02-26,Vendedor 1,512.49
1884,Produto C,Categoria 3,61.93,15,2028-02-27,Vendedor 2,928.95
1885,Produto A,Categoria 2,23.7,18,2028-02-28,Vendedor 2,426.59999999999997
1886,Produto A,Categoria 1,25.9,6,2028-02-29,Vendedor 1,155.39999999999998
1887,Produto B,Categoria 3,35.68,12,2028-03-01,Vendedor 2,428.15999999999997
1888,Produto C,Categoria 2,96.03,15,2028-03-02,Vendedor 1,1440.45
1889,Produto B,Categoria 3,76.07,6,2028-03-03,Vendedor 2,456.41999999999996
1890,Produto C,Categoria 3,69.55,18,2028-03-04,Vendedor 2,1251.8999999999999
1891,Produto A,Categoria 2,83.53,9,2028-03-05,Vendedor 1,751.77
1892,Produto B,Categoria 3,21.48,8,2028-03-06,Vendedor 1,171.84
1893,Produto B,Categoria 2,87.34,14,2028-03-07,Vendedor 2,1222.76
1894,Produto C,Categoria 1,63.53,19,2028-03-08,Vendedor 1,1207.07
1895,Produto A,Categoria 3,40.18,19,2028-03-09,Vendedor 1,763.42
1896,Produto B,Categoria 1,83.43,8,2028-03-10,Vendedor 1,667.44
1897,Produto A,Categoria 3,82.23,2,2028-03-11,Vendedor 1,164.46
1898,Produto B,Categoria 3,86.11,4,2028-03-12,Vendedor 2,344.44
1899,Produto A,Categoria 3,20.4,6,2028-03-13,Vendedor 3,122.39999999999999
1900,Produto C,Categoria 2,97.24,3,2028-03-14,Vendedor 2,291.71999999999997
1901,Produto B,Categoria 1,96.37,3,2028-03-15,Vendedor 1,289.11
1902,Produto B,Categoria 3,42.17,19,2028-03-16,Vendedor 1,801.23
1903,Produto A,Categoria 2,15.93,11,2028-03-17,Vendedor 2,175.23
1904,Produto A,Categoria 3,25.04,10,2028-03-18,Vendedor 1,250.39999999999998
1905,Produto B,Categoria 2,99.35,12,2028-03-19,Vendedor 2,1192.1999999999998
1906,Produto C,Categoria 3,60.67,14,2028-03-20,Vendedor 3,849.38
1907,Produto A,Categoria 1,42.1,18,2028-03-21,Vendedor 1,757.8000000000001
1908,Produto A,Categoria 1,35.94,9,2028-03-22,Vendedor 3,323.46
1909,Produto A,Categoria 3,33.13,15,2028-03-23,Vendedor 3,496.95000000000005
1910,Produto B,Categoria 2,69.77,3,2028-03-24,Vendedor 1,209.31
1911,Produto B,Categoria 3,47.74,11,2028-03-25,Vendedor 1,525.14
1912,Produto B,Categoria 2,96.89,10,2028-03-26,Vendedor 2,968.9
1913,Produto B,Categoria 3,71.55,18,2028-03-27,Vendedor 2,1287.8999999999999
1914,Produto C,Categoria 2,81.28,4,2028-03-28,Vendedor 1,325.12
1915,Produto C,Categoria 1,36.35,13,2028-03-29,Vendedor 2,472.55
1916,Produto B,Categoria 3,17.13,6,2028-03-30,Vendedor 3,102.78
1917,Produto C,Categoria 1,53.9,13,2028-03-31,Vendedor 3,700.6999999999999
1918,Produto A,Categoria 1,38.31,5,2028-04-01,Vendedor 1,191.55
1919,Produto A,Categoria 3,28.19,14,2028-04-02,Vendedor 2,394.66
1920,Produto A,Categoria 3,95.74,13,2028-04-03,Vendedor 1,1244.62
1921,Produto B,Categoria 2,49.96,14,2028-04-04,Vendedor 3,699.44
1922,Produto A,Categoria 2,25.72,8,2028-04-05,Vendedor 1,205.76
1923,Produto C,Categoria 1,27.88,16,2028-04-06,Vendedor 1,446.08
1924,Produto B,Categoria 2,35.26,13,2028-04-07,Vendedor 1,458.38
1925,Produto C,Categoria 2,99.94,15,2028-04-08,Vendedor 1,1499.1
1926,Produto A,Categoria 3,34.12,19,2028-04-09,Vendedor 3,648.28
1927,Produto A,Categoria 2,39.59,1,2028-04-10,Vendedor 1,39.59
1928,Produto A,Categoria 1,69.34,2,2028-04-11,Vendedor 1,138.68
1929,Produto B,Categoria 2,36.46,18,2028-04-12,Vendedor 2,656.28
1930,Produto C,Categoria 1,29.42,19,2028-04-13,Vendedor 1,558.98
1931,Produto B,Categoria 3,24.28,8,2028-04-14,Vendedor 2,194.24
1932,Produto B,Categoria 1,38.14,3,2028-04-15,Vendedor 1,114.42
1933,Produto A,Categoria 2,19.53,14,2028-04-16,Vendedor 2,273.42
1934,Produto B,Categoria 3,11.68,9,2028-04-17,Vendedor 1,105.12
1935,Produto B,Categoria 2,82.42,8,2028-04-18,Vendedor 2,659.36
1936,Produto A,Categoria 3,22.41,17,2028-04-19,Vendedor 1,380.97
1937,Produto B,Categoria 3,79.84,16,2028-04-20,Vendedor 1,1277.44
1938,Produto A,Categoria 2,81.78,10,2028-04-21,Vendedor 2,817.8
1939,Produto A,Categoria 2,58.41,10,2028-04-22,Vendedor 1,584.0999999999999
1940,Produto A,Categoria 3,37.87,6,2028-04-23,Vendedor 1,227.21999999999997
1941,Produto A,Categoria 3,23.05,17,2028-04-24,Vendedor 1,391.85
1942,Produto B,Categoria 2,76.31,16,2028-04-25,Vendedor 1,1220.96
1943,Produto A,Categoria 1,64.12,15,2028-04-26,Vendedor 3,961.8000000000001
1944,Produto A,Categoria 2,68.99,14,2028-04-27,Vendedor 1,965.8599999999999
1945,Produto B,Categoria 3,10.78,4,2028-04-28,Vendedor 3,43.12
1946,Produto B,Categoria 2,93.48,4,2028-04-29,Vendedor 3,373.92
1947,Produto C,Categoria 1,15.97,2,2028-04-30,Vendedor 1,31.94
1948,Produto B,Categoria 2,43.01,11,2028-05-01,Vendedor 2,473.10999999999996
1949,Produto B,Categoria 3,46.24,4,2028-05-02,Vendedor 2,184.96
1950,Produto C,Categoria 2,10.12,16,2028-05-03,Vendedor 1,161.92
1951,Produto B,Categoria 3,54.74,4,2028-05-04,Vendedor 3,218.96
1952,Produto B,Categoria 3,77.75,1,2028-05-05,Vendedor 2,77.75
1953,Produto B,Categoria 2,84.09,19,2028-05-06,Vendedor 1,1597.71
1954,Produto B,Categoria 3,89.15,2,2028-05-07,Vendedor 1,178.3
1955,Produto C,Categoria 3,53.89,9,2028-05-08,Vendedor 3,485.01
1956,Produto B,Categoria 1,66.76,13,2028-05-09,Vendedor 2,867.8800000000001
1957,Produto B,Categoria 1,17.16,18,2028-05-10,Vendedor 1,308.88
1958,Produto C,Categoria 1,53.92,16,2028-05-11,Vendedor 2,862.72
1959,Produto A,Categoria 1,23.93,16,2028-05-12,Vendedor 1,382.88
1960,Produto C,Categoria 3,43.27,10,2028-05-13,Vendedor 1,432.70000000000005
1961,Produto A,Categoria 2,39.64,9,2028-05-14,Vendedor 1,356.76
1962,Produto C,Categoria 3,48.12,11,2028-05-15,Vendedor 3,529.3199999999999
1963,Produto C,Categoria 3,61.45,4,2028-05-16,Vendedor 3,245.8
1964,Produto B,Categoria 3,91.26,10,2028-05-17,Vendedor 3,912.6
1965,Produto A,Categoria 2,45.5,3,2028-05-18,Vendedor 2,136.5
1966,Produto B,Categoria 1,98.3,6,2028-05-19,Vendedor 3,589.8
1967,Produto A,Categoria 3,78.31,3,2028-05-20,Vendedor 3,234.93
1968,Produto C,Categoria 3,56.03,9,2028-05-21,Vendedor 2,504.27
1969,Produto C,Categoria 1,67.96,3,2028-05-22,Vendedor 2,203.88
1970,Produto A,Categoria 3,19.2,18,2028-05-23,Vendedor 2,345.59999999999997
1971,Produto B,Categoria 2,86.01,8,2028-05-24,Vendedor 2,688.08
1972,Produto B,Categoria 3,62.41,8,2028-05-25,Vendedor 3,499.28
1973,Produto B,Categoria 3,98.75,15,2028-05-26,Vendedor 3,1481.25
1974,Produto B,Categoria 1,67.28,13,2028-05-27,Vendedor 2,874.64
1975,Produto C,Categoria 3,85.07,7,2028-05-28,Vendedor 3,595.49
1976,Produto C,Categoria 3,81.98,19,2028-05-29,Vendedor 1,1557.6200000000001
1977,Produto C,Categoria 2,41.09,8,2028-05-30,Vendedor 3,328.72
1978,Produto C,Categoria 1,33.36,10,2028-05-31,Vendedor 1,333.6
1979,Produto C,Categoria 1,48.74,17,2028-06-01,Vendedor 2,828.58
1980,Produto B,Categoria 2,52.05,1,2028-06-02,Vendedor 2,52.05
1981,Produto B,Categoria 3,31.61,13,2028-06-03,Vendedor 3,410.93
1982,Produto B,Categoria 1,90.51,13,2028-06-04,Vendedor 2,1176.63
1983,Produto B,Categoria 1,58.83,16,2028-06-05,Vendedor 3,941.28
1984,Produto C,Categoria 3,98.06,9,2028-06-06,Vendedor 3,882.54
1985,Produto C,Categoria 3,82.9,10,2028-06-07,Vendedor 3,829.0
1986,Produto C,Categoria 1,60.01,6,2028-06-08,Vendedor 3,360.06
1987,Produto A,Categoria 3,95.23,5,2028-06-09,Vendedor 1,476.15000000000003
1988,Produto B,Categoria 1,55.44,2,2028-06-10,Vendedor 1,110.88
1989,Produto B,Categoria 3,89.84,11,2028-06-11,Vendedor 2,988.24
1990,Produto C,Categoria 3,42.23,9,2028-06-12,Vendedor 1,380.07
1991,Produto B,Categoria 2,44.08,6,2028-06-13,Vendedor 2,264.48
1992,Produto B,Categoria 3,47.63,8,2028-06-14,Vendedor 2,381.04
1993,Produto C,Categoria 2,59.2,9,2028-06-15,Vendedor 3,532.8000000000001
1994,Produto A,Categoria 3,59.81,9,2028-06-16,Vendedor 3,538.29
1995,Produto A,Categoria 1,54.68,8,2028-06-17,Vendedor 3,437.44
1996,Produto A,Categoria 1,37.54,12,2028-06-18,Vendedor 3,450.48
1997,Produto C,Categoria 3,93.45,8,2028-06-19,Vendedor 3,747.6
1998,Produto B,Categoria 3,62.97,3,2028-06-20,Vendedor 3,188.91
1999,Produto C,Categoria 1,46.7,13,2028-06-21,Vendedor 1,607.1
2000,Produto C,Categoria 3,68.61,19,2028-06-22,Vendedor 2,1303.59
2001,Produto B,Categoria 2,79.12,2,2028-06-23,Vendedor 2,158.24
2002,Produto A,Categoria 2,96.47,17,2028-06-24,Vendedor 3,1639.99
2003,Produto A,Categoria 2,54.96,16,2028-06-25,Vendedor 1,879.36
2004,Produto C,Categoria 2,20.09,4,2028-06-26,Vendedor 3,80.36
2005,Produto A,Categoria 2,49.67,18,2028-06-27,Vendedor 1,894.0600000000001
2006,Produto C,Categoria 3,53.11,14,2028-06-28,Vendedor 1,743.54
2007,Produto C,Categoria 3,90.73,2,2028-06-29,Vendedor 2,181.46
2008,Produto B,Categoria 2,45.53,13,2028-06-30,Vendedor 2,591.89
2009,Produto B,Categoria 3,95.8,17,2028-07-01,Vendedor 1,1628.6
2010,Produto B,Categoria 3,53.66,15,2028-07-02,Vendedor 2,804.9
2011,Produto C,Categoria 2,97.64,5,2028-07-03,Vendedor 1,488.2
2012,Produto B,Categoria 3,10.74,7,2028-07-04,Vendedor 1,75.18
2013,Produto A,Categoria 3,90.89,18,2028-07-05,Vendedor 1,1636.02
2014,Produto A,Categoria 3,93.8,11,2028-07-06,Vendedor 2,1031.8
2015,Produto C,Categoria 2,96.49,18,2028-07-07,Vendedor 3,1736.82
2016,Produto C,Categoria 3,11.18,5,2028-07-08,Vendedor 2,55.9
2017,Produto B,Categoria 1,25.45,13,2028-07-09,Vendedor 3,330.84999999999997
2018,Produto C,Categoria 1,68.84,18,2028-07-10,Vendedor 2,1239.1200000000001
2019,Produto C,Categoria 2,12.29,2,2028-07-11,Vendedor 2,24.58
2020,Produto A,Categoria 1,15.72,4,2028-07-12,Vendedor 3,62.88
2021,Produto A,Categoria 2,29.9,13,2028-07-13,Vendedor 1,388.7
2022,Produto B,Categoria 1,56.12,16,2028-07-14,Vendedor 3,897.92
2023,Produto C,Categoria 1,59.13,6,2028-07-15,Vendedor 1,354.78000000000003
2024,Produto C,Categoria 1,13.08,8,2028-07-16,Vendedor 1,104.64
2025,Produto A,Categoria 2,25.33,16,2028-07-17,Vendedor 2,405.28
2026,Produto C,Categoria 2,54.97,13,2028-07-18,Vendedor 2,714.61
2027,Produto A,Categoria 3,63.45,4,2028-07-19,Vendedor 2,253.8
2028,Produto B,Categoria 2,23.36,2,2028-07-20,Vendedor 2,46.72
2029,Produto A,Categoria 1,45.9,9,2028-07-21,Vendedor 2,413.09999999999997
2030,Produto C,Categoria 1,91.4,18,2028-07-22,Vendedor 3,1645.2
2031,Produto B,Categoria 2,99.9,17,2028-07-23,Vendedor 3,1698.3000000000002
2032,Produto A,Categoria 2,98.85,8,2028-07-24,Vendedor 3,790.8
2033,Produto A,Categoria 2,89.35,15,2028-07-25,Vendedor 3,1340.25
2034,Produto B,Categoria 3,45.52,9,2028-07-26,Vendedor 2,409.68
2035,Produto B,Categoria 1,71.79,17,2028-07-27,Vendedor 3,1220.43
2036,Produto A,Categoria 3,47.49,2,2028-07-28,Vendedor 3,94.98
2037,Produto C,Categoria 3,68.37,6,2028-07-29,Vendedor 1,410.22
2038,Produto A,Categoria 1,37.85,5,2028-07-30,Vendedor 2,189.25
2039,Produto B,Categoria 1,64.56,17,2028-07-31,Vendedor 3,1097.52
2040,Produto A,Categoria 2,57.14,2,2028-08-01,Vendedor 3,114.28
2041,Produto B,Categoria 2,12.2,18,2028-08-02,Vendedor 3,219.6
2042,Produto B,Categoria 3,81.16,10,2028-08-03,Vendedor 2,811.5999999999999
2043,Produto C,Categoria 2,11.07,10,2028-08-04,Vendedor 3,110.7
2044,Produto B,Categoria 2,36.38,6,2028-08-05,Vendedor 1,218.28000000000003
2045,Produto B,Categoria 1,10.53,12,2028-08-06,Vendedor 2,126.35999999999999
2046,Produto C,Categoria 1,43.86,17,2028-08-07,Vendedor 1,745.62
2047,Produto B,Categoria 2,15.68,13,2028-08-08,Vendedor 2,203.84
2048,Produto C,Categoria 1,92.22,16,2028-08-09,Vendedor 3,1475.52
2049,Produto C,Categoria 2,47.41,10,2028-08-10,Vendedor 2,474.09999999999997
2050,Produto B,Categoria 1,51.35,2,2028-08-11,Vendedor 2,102.7
2051,Produto B,Categoria 1,41.49,2,2028-08-12,Vendedor 2,82.98
2052,Produto A,Categoria 1,66.48,7,2028-08-13,Vendedor 1,465.36
2053,Produto C,Categoria 1,80.6,6,2028-08-14,Vendedor 2,483.59999999999997
2054,Produto A,Categoria 2,68.33,1,2028-08-15,Vendedor 3,68.33
2055,Produto B,Categoria 3,77.34,12,2028-08-16,Vendedor 2,928.08
2056,Produto A,Categoria 1,91.54,13,2028-08-17,Vendedor 2,1190.02
2057,Produto C,Categoria 2,87.72,12,2028-08-18,Vendedor 3,1052.6399999999999
2058,Produto A,Categoria 2,70.67,19,2028-08-19,Vendedor 3,1342.73
2059,Produto C,Categoria 1,29.32,9,2028-08-20,Vendedor 1,263.88
2060,Produto B,Categoria 3,67.39,10,2028-08-21,Vendedor 3,673.9
2061,Produto B,Categoria 1,55.55,17,2028-08-22,Vendedor 3,944.3499999999999
2062,Produto C,Categoria 2,74.55,18,2028-08-23,Vendedor 3,1341.8999999999999
2063,Produto B,Categoria 3,84.96,8,2028-08-24,Vendedor 2,679.68
2064,Produto B,Categoria 2,76.84,7,2028-08-25,Vendedor 1,537.88
2065,Produto B,Categoria 1,86.19,9,2028-08-26,Vendedor 3,775.71
2066,Produto B,Categoria 3,15.75,10,2028-08-27,Vendedor 3,157.5
2067,Produto C,Categoria 2,12.85,12,2028-08-28,Vendedor 3,154.2
2068,Produto A,Categoria 2,33.27,15,2028-08-29,Vendedor 2,499.05000000000007
2069,Produto A,Categoria 2,91.06,15,2028-08-30,Vendedor 2,1365.9
2070,Produto B,Categoria 1,84.13,4,2028-08-31,Vendedor 1,336.52
2071,Produto A,Categoria 3,71.45,4,2028-09-01,Vendedor 1,285.8
2072,Produto A,Categoria 1,73.07,1,2028-09-02,Vendedor 2,73.07
2073,Produto B,Categoria 1,75.4,12,2028-09-03,Vendedor 3,904.8000000000001
2074,Produto B,Categoria 1,94.83,2,2028-09-04,Vendedor 3,189.66
2075,Produto A,Categoria 3,84.9,15,2028-09-05,Vendedor 1,1273.5
2076,Produto C,Categoria 1,66.11,17,2028-09-06,Vendedor 3,1123.87
2077,Produto B,Categoria 1,69.91,7,2028-09-07,Vendedor 2,489.37
2078,Produto C,Categoria 1,29.24,6,2028-09-08,Vendedor 1,175.44
2079,Produto A,Categoria 1,69.16,12,2028-09-09,Vendedor 2,829.92
2080,Produto B,Categoria 2,48.22,19,2028-09-10,Vendedor 2,916.18
2081,Produto C,Categoria 1,23.77,1,2028-09-11,Vendedor 3,23.77
2082,Produto B,Categoria 2,82.58,14,2028-09-12,Vendedor 2,1156.12
2083,Produto A,Categoria 1,55.92,4,2028-09-13,Vendedor 2,223.68
2084,Produto C,Categoria 3,97.97,5,2028-09-14,Vendedor 3,489.85
2085,Produto A,Categoria 2,35.35,1,2028-09-15,Vendedor 2,35.35
2086,Produto A,Categoria 2,53.26,1,2028-09-16,Vendedor 3,53.26
2087,Produto B,Categoria 2,50.32,6,2028-09-17,Vendedor 2,301.92
2088,Produto C,Categoria 2,20.87,5,2028-09-18,Vendedor 3,104.35000000000001
2089,Produto A,Categoria 3,48.35,2,2028-09-19,Vendedor 3,96.7
2090,Produto A,Categoria 1,35.88,5,2028-09-20,Vendedor 1,179.4
2091,Produto C,Categoria 2,24.43,9,2028-09-21,Vendedor 2,219.87
2092,Produto A,Categoria 3,35.39,19,2028-09-22,Vendedor 2,672.41
2093,Produto A,Categoria 2,30.99,15,2028-09-23,Vendedor 1,464.84999999999997
2094,Produto C,Categoria 1,76.07,13,2028-09-24,Vendedor 3,988.9099999999999
2095,Produto C,Categoria 2,12.77,12,2028-09-25,Vendedor 3,153.24
2096,Produto C,Categoria 3,65.57,5,2028-09-26,Vendedor 1,327.84999999999997
2097,Produto C,Categoria 1,78.46,2,2028-09-27,Vendedor 1,156.92
2098,Produto B,Categoria 3,53.27,4,2028-09-28,Vendedor 3,213.08
2099,Produto C,Categoria 1,93.84,18,2028-09-29,Vendedor 3,1689.1200000000001
2100,Produto B,Categoria 1,73.71,10,2028-09-30,Vendedor 1,737.0999999999999
2101,Produto B,Categoria 1,77.31,13,2028-10-01,Vendedor 2,1005.03
2102,Produto B,Categoria 2,27.72,12,2028-10-02,Vendedor 3,332.64
2103,Produto A,Categoria 3,79.96,2,2028-10-03,Vendedor 1,159.92
2104,Produto B,Categoria 3,84.89,15,2028-10-04,Vendedor 2,1273.35
2105,Produto B,Categoria 3,42.51,14,2028-10-05,Vendedor 2,595.14
2106,Produto A,Categoria 1,29.2,10,2028-10-06,Vendedor 2,292.0
2107,Produto A,Categoria 2,44.65,8,2028-10-07,Vendedor 2,357.2
2108,Produto A,Categoria 1,76.56,15,2028-10-08,Vendedor 1,1148.4
2109,Produto C,Categoria 3,47.59,13,2028-10-09,Vendedor 3,618.6700000000001
2110,Produto A,Categoria 2,76.3,8,2028-10-10,Vendedor 2,610.4
2111,Produto A,Categoria 2,20.22,14,2028-10-11,Vendedor 2,283.08
2112,Produto B,Categoria 2,82.54,1,2028-10-12,Vendedor 1,82.54
2113,Produto A,Categoria 3,32.79,13,2028-10-13,Vendedor 2,426.27
